Reference Code,Date,Time,Description,Dr.,Cr.,Status,Balance (NPR),Channel,Category
XAG8KKC,2025-09-28,00:00:00,Paid for F1Soft Music Subscription,4976.32,0.0,COMPLETE,419.23,App,Entertainment
774UDI1,2025-10-26,00:00:00,Bought movie ticket QFX,2114.09,0.0,COMPLETE,5789.94,Linked Esewa Payment,Entertainment
7W63R7E,2025-09-25,00:00:00,Recharge for Ncell SaReGaMa,2816.27,0.0,COMPLETE,8289.72,Linked Esewa Payment,Entertainment
DTTNHL3,2025-10-19,00:00:00,Bought movie ticket QFX,3162.55,0.0,COMPLETE,4824.64,THIRDPARTY,Entertainment
VC6FP24,2025-09-20,00:00:00,Paid for F1Soft Music Subscription,1604.63,0.0,COMPLETE,151.79,App,Entertainment
RBT8ODB,2025-09-05,00:00:00,Paid for F1Soft Music Subscription,2914.23,0.0,COMPLETE,8487.68,THIRDPARTY,Entertainment
5J9D4RT,2025-09-15,00:00:00,Paid for F1Soft Music Subscription,182.06,0.0,COMPLETE,3241.01,Linked Esewa Payment,Entertainment
V7HPP7E,2025-09-07,00:00:00,Bought movie ticket QFX,3505.05,0.0,COMPLETE,2879.5,Linked Esewa Payment,Entertainment
Q3PH5JZ,2025-10-15,00:00:00,Paid for F1Soft Music Subscription,1571.72,0.0,COMPLETE,7169.81,App,Entertainment
PFMR39G,2025-10-09,00:00:00,Paid for F1Soft Music Subscription,2371.38,0.0,COMPLETE,2123.91,App,Entertainment
NCBGDOF,2025-10-27,00:00:00,Bought movie ticket QFX,1841.2,0.0,COMPLETE,2977.9,App,Entertainment
PAJCUB8,2025-10-26,00:00:00,Recharge for Ncell SaReGaMa,928.86,0.0,COMPLETE,3158.76,App,Entertainment
PFQSKW7,2025-09-03,00:00:00,Bought movie ticket QFX,2560.31,0.0,COMPLETE,2507.19,THIRDPARTY,Entertainment
TSAQLEY,2025-09-30,00:00:00,Recharge for Ncell SaReGaMa,2415.69,0.0,COMPLETE,4229.86,App,Entertainment
H5YURT3,2025-10-07,00:00:00,Bought movie ticket QFX,2238.64,0.0,COMPLETE,1301.65,Linked Esewa Payment,Entertainment
7PDR8WH,2025-09-01,00:00:00,Bought movie ticket QFX,4593.47,0.0,COMPLETE,5763.02,THIRDPARTY,Entertainment
V3X7WHE,2025-09-22,00:00:00,Recharge for Ncell SaReGaMa,4943.29,0.0,COMPLETE,1255.24,THIRDPARTY,Entertainment
A4AQ8ZM,2025-09-08,00:00:00,Paid for F1Soft Music Subscription,125.09,0.0,COMPLETE,7898.78,THIRDPARTY,Entertainment
G9D7IT1,2025-09-11,00:00:00,Recharge for Ncell SaReGaMa,3077.93,0.0,COMPLETE,7465.9,Linked Esewa Payment,Entertainment
7KZ99CK,2025-09-09,00:00:00,Paid for F1Soft Music Subscription,4216.85,0.0,COMPLETE,3298.11,App,Entertainment
0PMOHDJ,2025-10-28,00:00:00,Recharge for Ncell SaReGaMa,4705.72,0.0,COMPLETE,1190.5,THIRDPARTY,Entertainment
BEGAE9Z,2025-09-28,00:00:00,Paid for F1Soft Music Subscription,3857.47,0.0,COMPLETE,2914.87,Linked Esewa Payment,Entertainment
FZ3NF88,2025-10-17,00:00:00,Recharge for Ncell SaReGaMa,658.43,0.0,COMPLETE,7887.88,Linked Esewa Payment,Entertainment
J7Z03PQ,2025-10-30,00:00:00,Bought movie ticket QFX,1456.33,0.0,COMPLETE,8938.55,Linked Esewa Payment,Entertainment
KPTEXI1,2025-09-01,00:00:00,Recharge for Ncell SaReGaMa,2652.42,0.0,COMPLETE,5215.47,App,Entertainment
RVMAUU3,2025-09-04,00:00:00,Bought movie ticket QFX,284.17,0.0,COMPLETE,9710.13,App,Entertainment
KUSWFZQ,2025-10-27,00:00:00,Paid for F1Soft Music Subscription,3700.41,0.0,COMPLETE,9204.74,Linked Esewa Payment,Entertainment
CQPAF0E,2025-09-27,00:00:00,Recharge for Ncell SaReGaMa,2391.75,0.0,COMPLETE,6057.2,THIRDPARTY,Entertainment
K0KM915,2025-09-09,00:00:00,Recharge for Ncell SaReGaMa,434.91,0.0,COMPLETE,5097.33,Linked Esewa Payment,Entertainment
B19CF18,2025-09-21,00:00:00,Bought movie ticket QFX,4215.57,0.0,COMPLETE,1325.13,Linked Esewa Payment,Entertainment
JCNGHZI,2025-10-24,00:00:00,Recharge for Ncell SaReGaMa,654.56,0.0,COMPLETE,5551.21,THIRDPARTY,Entertainment
EQ172KW,2025-10-18,00:00:00,Recharge for Ncell SaReGaMa,4995.85,0.0,COMPLETE,9802.3,THIRDPARTY,Entertainment
XGIG0AU,2025-09-18,00:00:00,Bought movie ticket QFX,2373.83,0.0,COMPLETE,5457.91,THIRDPARTY,Entertainment
8L2Q5BQ,2025-10-10,00:00:00,Bought movie ticket QFX,436.78,0.0,COMPLETE,5077.01,Linked Esewa Payment,Entertainment
9LDQKJD,2025-09-18,00:00:00,Paid for F1Soft Music Subscription,3767.42,0.0,COMPLETE,4178.06,Linked Esewa Payment,Entertainment
PZ1W1FM,2025-10-28,00:00:00,Paid for F1Soft Music Subscription,1942.34,0.0,COMPLETE,3409.55,App,Entertainment
RTOL47A,2025-09-20,00:00:00,Recharge for Ncell SaReGaMa,84.06,0.0,COMPLETE,9014.12,THIRDPARTY,Entertainment
J2FDXDZ,2025-09-29,00:00:00,Bought movie ticket QFX,252.43,0.0,COMPLETE,9494.84,App,Entertainment
EQLLSCC,2025-09-22,00:00:00,Bought movie ticket QFX,2162.67,0.0,COMPLETE,6314.9,App,Entertainment
LG3Z4N7,2025-10-19,00:00:00,Bought movie ticket QFX,2816.89,0.0,COMPLETE,5110.01,THIRDPARTY,Entertainment
Y7GPQJV,2025-09-09,00:00:00,Recharge for Ncell SaReGaMa,2211.54,0.0,COMPLETE,9282.32,THIRDPARTY,Entertainment
BLK960E,2025-10-10,00:00:00,Bought movie ticket QFX,3144.69,0.0,COMPLETE,1633.43,Linked Esewa Payment,Entertainment
8VB77IA,2025-09-09,00:00:00,Bought movie ticket QFX,351.41,0.0,COMPLETE,3373.27,THIRDPARTY,Entertainment
GWTQOBH,2025-09-15,00:00:00,Paid for F1Soft Music Subscription,2126.03,0.0,COMPLETE,8146.49,App,Entertainment
TCZBK9B,2025-09-29,00:00:00,Recharge for Ncell SaReGaMa,2681.74,0.0,COMPLETE,8607.09,THIRDPARTY,Entertainment
5008XN6,2025-10-11,00:00:00,Paid for F1Soft Music Subscription,3080.0,0.0,COMPLETE,7425.75,THIRDPARTY,Entertainment
K9LRHFH,2025-10-31,00:00:00,Recharge for Ncell SaReGaMa,3468.8,0.0,COMPLETE,3684.96,THIRDPARTY,Entertainment
ATJ9K17,2025-09-21,00:00:00,Paid for F1Soft Music Subscription,4147.19,0.0,COMPLETE,8137.71,App,Entertainment
N8E3QZB,2025-09-24,00:00:00,Paid for F1Soft Music Subscription,905.88,0.0,COMPLETE,3675.61,THIRDPARTY,Entertainment
4CV5UZ0,2025-09-14,00:00:00,Bought movie ticket QFX,3443.16,0.0,COMPLETE,5537.29,App,Entertainment
IP33ZEN,2025-10-16,00:00:00,Paid for F1Soft Music Subscription,4712.16,0.0,COMPLETE,8912.02,Linked Esewa Payment,Entertainment
INDMAFV,2025-10-09,00:00:00,Recharge for Ncell SaReGaMa,368.4,0.0,COMPLETE,732.73,Linked Esewa Payment,Entertainment
VWDKN8F,2025-10-01,00:00:00,Recharge for Ncell SaReGaMa,2943.96,0.0,COMPLETE,9166.82,Linked Esewa Payment,Entertainment
6ZPL4I0,2025-09-02,00:00:00,Recharge for Ncell SaReGaMa,679.27,0.0,COMPLETE,7891.65,Linked Esewa Payment,Entertainment
KWU2VA7,2025-09-10,00:00:00,Paid for F1Soft Music Subscription,3238.23,0.0,COMPLETE,744.55,Linked Esewa Payment,Entertainment
9L90P76,2025-10-16,00:00:00,Recharge for Ncell SaReGaMa,2597.35,0.0,COMPLETE,5508.53,THIRDPARTY,Entertainment
7KH9QIX,2025-09-30,00:00:00,Paid for F1Soft Music Subscription,4201.65,0.0,COMPLETE,1088.45,App,Entertainment
NC3RZIW,2025-09-10,00:00:00,Recharge for Ncell SaReGaMa,60.94,0.0,COMPLETE,8833.72,THIRDPARTY,Entertainment
X0KKXRM,2025-09-13,00:00:00,Recharge for Ncell SaReGaMa,2332.49,0.0,COMPLETE,7472.34,THIRDPARTY,Entertainment
EIBI0NJ,2025-10-23,00:00:00,Bought movie ticket QFX,2406.45,0.0,COMPLETE,7854.95,THIRDPARTY,Entertainment
XGRWB3B,2025-10-31,00:00:00,Recharge for Ncell SaReGaMa,4570.92,0.0,COMPLETE,5390.83,THIRDPARTY,Entertainment
6RA9HVN,2025-10-21,00:00:00,Bought movie ticket QFX,3086.67,0.0,COMPLETE,3483.31,App,Entertainment
4K6E5LG,2025-09-02,00:00:00,Recharge for Ncell SaReGaMa,3733.09,0.0,COMPLETE,8737.93,THIRDPARTY,Entertainment
QVIW210,2025-09-12,00:00:00,Recharge for Ncell SaReGaMa,650.53,0.0,COMPLETE,1151.0,Linked Esewa Payment,Entertainment
NTP0JSQ,2025-10-31,00:00:00,Bought movie ticket QFX,4344.69,0.0,COMPLETE,7159.92,Linked Esewa Payment,Entertainment
Z50OYZW,2025-10-16,00:00:00,Bought movie ticket QFX,1910.9,0.0,COMPLETE,2311.5,Linked Esewa Payment,Entertainment
OZROMHV,2025-09-15,00:00:00,Bought movie ticket QFX,885.29,0.0,COMPLETE,7120.56,App,Entertainment
9O5U1V4,2025-10-05,00:00:00,Paid for F1Soft Music Subscription,2664.21,0.0,COMPLETE,9356.22,App,Entertainment
XJSM271,2025-09-20,00:00:00,Recharge for Ncell SaReGaMa,1781.99,0.0,COMPLETE,3535.94,THIRDPARTY,Entertainment
CCUIGRJ,2025-09-18,00:00:00,Paid for F1Soft Music Subscription,307.37,0.0,COMPLETE,3064.91,THIRDPARTY,Entertainment
3OMS5JV,2025-09-28,00:00:00,Paid for F1Soft Music Subscription,4044.26,0.0,COMPLETE,2548.43,THIRDPARTY,Entertainment
V52KB1U,2025-10-20,00:00:00,Paid for F1Soft Music Subscription,1951.33,0.0,COMPLETE,6251.78,Linked Esewa Payment,Entertainment
K8QNO0A,2025-10-30,00:00:00,Bought movie ticket QFX,3029.45,0.0,COMPLETE,3495.11,Linked Esewa Payment,Entertainment
8DO94ZI,2025-09-29,00:00:00,Bought movie ticket QFX,3210.09,0.0,COMPLETE,3431.02,App,Entertainment
AI2PL0K,2025-10-03,00:00:00,Recharge for Ncell SaReGaMa,489.71,0.0,COMPLETE,7466.28,Linked Esewa Payment,Entertainment
GQPWS4Y,2025-10-28,00:00:00,Bought movie ticket QFX,4508.42,0.0,COMPLETE,6111.94,THIRDPARTY,Entertainment
ARXHWZH,2025-10-28,00:00:00,Paid for F1Soft Music Subscription,384.49,0.0,COMPLETE,4900.27,Linked Esewa Payment,Entertainment
8WOJL2O,2025-09-18,00:00:00,Bought movie ticket QFX,275.8,0.0,COMPLETE,6941.23,THIRDPARTY,Entertainment
QV6COOU,2025-10-21,00:00:00,Recharge for Ncell SaReGaMa,2577.33,0.0,COMPLETE,7800.71,App,Entertainment
C33BRH6,2025-09-21,00:00:00,Paid for F1Soft Music Subscription,1403.76,0.0,COMPLETE,1905.38,Linked Esewa Payment,Entertainment
YIJZT1W,2025-09-16,00:00:00,Paid for F1Soft Music Subscription,4796.68,0.0,COMPLETE,6472.58,Linked Esewa Payment,Entertainment
0XPR4L2,2025-10-10,00:00:00,Recharge for Ncell SaReGaMa,2784.69,0.0,COMPLETE,3901.64,THIRDPARTY,Entertainment
JQ90AZZ,2025-09-27,00:00:00,Bought movie ticket QFX,4909.15,0.0,COMPLETE,8290.57,App,Entertainment
ZFDRAXZ,2025-10-01,00:00:00,Recharge for Ncell SaReGaMa,103.94,0.0,COMPLETE,5422.5,Linked Esewa Payment,Entertainment
I7OGY83,2025-10-15,00:00:00,Bought movie ticket QFX,1470.0,0.0,COMPLETE,6588.34,THIRDPARTY,Entertainment
EEBXYY6,2025-09-06,00:00:00,Paid for F1Soft Music Subscription,2079.54,0.0,COMPLETE,3849.54,THIRDPARTY,Entertainment
M8FDWUF,2025-10-12,00:00:00,Recharge for Ncell SaReGaMa,3188.28,0.0,COMPLETE,8566.98,App,Entertainment
8SR1NUQ,2025-10-17,00:00:00,Paid for F1Soft Music Subscription,2515.76,0.0,COMPLETE,8456.69,THIRDPARTY,Entertainment
VS8EW78,2025-09-10,00:00:00,Paid for F1Soft Music Subscription,4264.72,0.0,COMPLETE,9285.41,App,Entertainment
AKGCYMQ,2025-09-06,00:00:00,Paid for F1Soft Music Subscription,4638.78,0.0,COMPLETE,3132.66,THIRDPARTY,Entertainment
O9XEH0C,2025-09-13,00:00:00,Recharge for Ncell SaReGaMa,3628.35,0.0,COMPLETE,8864.41,Linked Esewa Payment,Entertainment
MFE7ULG,2025-09-06,00:00:00,Recharge for Ncell SaReGaMa,994.37,0.0,COMPLETE,1912.12,App,Entertainment
2D21TI2,2025-09-22,00:00:00,Paid for F1Soft Music Subscription,3328.34,0.0,COMPLETE,2775.01,App,Entertainment
KLV6JQL,2025-10-06,00:00:00,Recharge for Ncell SaReGaMa,3262.7,0.0,COMPLETE,3443.47,THIRDPARTY,Entertainment
UIQSIR6,2025-10-31,00:00:00,Paid for F1Soft Music Subscription,2016.15,0.0,COMPLETE,7440.21,Linked Esewa Payment,Entertainment
C6AWY05,2025-10-22,00:00:00,Paid for F1Soft Music Subscription,3343.69,0.0,COMPLETE,8660.62,App,Entertainment
Y3HG232,2025-10-21,00:00:00,Bought movie ticket QFX,3735.0,0.0,COMPLETE,9730.34,App,Entertainment
AZ8WTZT,2025-10-18,00:00:00,Recharge for Ncell SaReGaMa,127.05,0.0,COMPLETE,5081.66,THIRDPARTY,Entertainment
PAQ3361,2025-10-31,00:00:00,Recharge for Ncell SaReGaMa,3628.07,0.0,COMPLETE,9010.8,THIRDPARTY,Entertainment
O35JFUX,2025-10-14,00:00:00,Bought movie ticket QFX,2389.14,0.0,COMPLETE,5697.43,Linked Esewa Payment,Entertainment
SSJYKM8,2025-10-09,00:00:00,Paid for F1Soft Music Subscription,2660.09,0.0,COMPLETE,7107.11,THIRDPARTY,Entertainment
1YVQPSA,2025-09-11,00:00:00,Bought movie ticket QFX,4511.84,0.0,COMPLETE,8031.26,Linked Esewa Payment,Entertainment
6YWO14M,2025-09-20,00:00:00,Paid for F1Soft Music Subscription,4633.43,0.0,COMPLETE,1701.01,THIRDPARTY,Entertainment
CL38IR9,2025-10-31,00:00:00,Recharge for Ncell SaReGaMa,4621.92,0.0,COMPLETE,5565.4,THIRDPARTY,Entertainment
ATLA39Z,2025-09-09,00:00:00,Bought movie ticket QFX,887.76,0.0,COMPLETE,1245.42,App,Entertainment
9YEO2ZM,2025-10-03,00:00:00,Recharge for Ncell SaReGaMa,1920.86,0.0,COMPLETE,8743.39,App,Entertainment
5H3UZZH,2025-10-23,00:00:00,Paid for F1Soft Music Subscription,431.85,0.0,COMPLETE,6145.27,Linked Esewa Payment,Entertainment
R8R9LCM,2025-10-27,00:00:00,Paid for F1Soft Music Subscription,2317.9,0.0,COMPLETE,5985.12,App,Entertainment
F6YG3VF,2025-10-09,00:00:00,Paid for F1Soft Music Subscription,3643.76,0.0,COMPLETE,1758.89,App,Entertainment
FFRGN2S,2025-09-12,00:00:00,Bought movie ticket QFX,378.71,0.0,COMPLETE,8984.4,Linked Esewa Payment,Entertainment
GW0RZNR,2025-09-02,00:00:00,Paid for F1Soft Music Subscription,4438.93,0.0,COMPLETE,376.46,Linked Esewa Payment,Entertainment
N9RRE1I,2025-09-26,00:00:00,Bought movie ticket QFX,1093.21,0.0,COMPLETE,9619.02,THIRDPARTY,Entertainment
IFXM99Q,2025-09-13,00:00:00,Paid for F1Soft Music Subscription,1839.32,0.0,COMPLETE,690.16,App,Entertainment
UNK86MW,2025-09-11,00:00:00,Bought movie ticket QFX,1629.17,0.0,COMPLETE,1346.25,THIRDPARTY,Entertainment
9J4WWH8,2025-10-04,00:00:00,Recharge for Ncell SaReGaMa,1329.2,0.0,COMPLETE,562.41,THIRDPARTY,Entertainment
PSXPYLZ,2025-10-03,00:00:00,Bought movie ticket QFX,4976.45,0.0,COMPLETE,3045.75,Linked Esewa Payment,Entertainment
L13NMRR,2025-10-20,00:00:00,Paid for F1Soft Music Subscription,1623.37,0.0,COMPLETE,8144.05,App,Entertainment
PPC4NCN,2025-10-24,00:00:00,Recharge for Ncell SaReGaMa,3008.27,0.0,COMPLETE,4461.19,App,Entertainment
KL1ATRN,2025-09-09,00:00:00,Bought movie ticket QFX,3300.79,0.0,COMPLETE,8769.56,Linked Esewa Payment,Entertainment
P0VS7V7,2025-09-27,00:00:00,Bought movie ticket QFX,635.24,0.0,COMPLETE,7720.89,Linked Esewa Payment,Entertainment
VYPJEXF,2025-10-26,00:00:00,Bought movie ticket QFX,2693.94,0.0,COMPLETE,2705.03,THIRDPARTY,Entertainment
UEKDQO0,2025-10-02,00:00:00,Bought movie ticket QFX,4556.17,0.0,COMPLETE,806.49,Linked Esewa Payment,Entertainment
DKBTJAB,2025-10-02,00:00:00,Bought movie ticket QFX,809.73,0.0,COMPLETE,8411.42,App,Entertainment
XPZAVBO,2025-09-13,00:00:00,Bought movie ticket QFX,3496.54,0.0,COMPLETE,4662.38,App,Entertainment
0ID2RJX,2025-10-06,00:00:00,Bought movie ticket QFX,640.28,0.0,COMPLETE,3740.8,THIRDPARTY,Entertainment
GH80WKA,2025-10-26,00:00:00,Bought movie ticket QFX,4168.49,0.0,COMPLETE,7254.5,App,Entertainment
1001N2H,2025-09-19,00:00:00,Paid for F1Soft Music Subscription,158.71,0.0,COMPLETE,6146.18,App,Entertainment
R426JD7,2025-10-06,00:00:00,Paid for F1Soft Music Subscription,3896.71,0.0,COMPLETE,8267.27,Linked Esewa Payment,Entertainment
P3F4UCC,2025-10-26,00:00:00,Paid for F1Soft Music Subscription,436.03,0.0,COMPLETE,2785.4,Linked Esewa Payment,Entertainment
U55BT9V,2025-09-01,00:00:00,Bought movie ticket QFX,242.55,0.0,COMPLETE,4386.27,App,Entertainment
I2FHL5C,2025-09-20,00:00:00,Bought movie ticket QFX,2709.3,0.0,COMPLETE,583.12,THIRDPARTY,Entertainment
1OKF08T,2025-10-25,00:00:00,Bought movie ticket QFX,2550.12,0.0,COMPLETE,772.85,App,Entertainment
8TTOUNT,2025-10-03,00:00:00,Paid for F1Soft Music Subscription,1241.27,0.0,COMPLETE,4400.69,Linked Esewa Payment,Entertainment
GQNJITV,2025-10-12,00:00:00,Bought movie ticket QFX,3268.36,0.0,COMPLETE,3540.57,Linked Esewa Payment,Entertainment
77Q518J,2025-09-15,00:00:00,Paid for F1Soft Music Subscription,1872.17,0.0,COMPLETE,1442.82,THIRDPARTY,Entertainment
05Z46V2,2025-09-12,00:00:00,Bought movie ticket QFX,4616.16,0.0,COMPLETE,2151.07,App,Entertainment
UAOS50M,2025-09-16,00:00:00,Bought movie ticket QFX,2432.77,0.0,COMPLETE,721.55,App,Entertainment
AQF6NNH,2025-10-31,00:00:00,Recharge for Ncell SaReGaMa,274.51,0.0,COMPLETE,3770.66,Linked Esewa Payment,Entertainment
15EDCRP,2025-10-17,00:00:00,Recharge for Ncell SaReGaMa,180.73,0.0,COMPLETE,4065.38,THIRDPARTY,Entertainment
2CBRACZ,2025-09-18,00:00:00,Paid for F1Soft Music Subscription,4486.42,0.0,COMPLETE,2147.93,App,Entertainment
QJ1O92T,2025-09-09,00:00:00,Paid for F1Soft Music Subscription,4131.35,0.0,COMPLETE,6071.73,App,Entertainment
X4RAJZI,2025-10-05,00:00:00,Bought movie ticket QFX,2286.94,0.0,COMPLETE,3102.59,Linked Esewa Payment,Entertainment
5QH7MPZ,2025-10-28,00:00:00,Paid for F1Soft Music Subscription,2691.08,0.0,COMPLETE,3005.6,THIRDPARTY,Entertainment
W4ZDY8U,2025-09-11,00:00:00,Paid for F1Soft Music Subscription,2627.83,0.0,COMPLETE,9074.68,Linked Esewa Payment,Entertainment
GO29QV9,2025-10-15,00:00:00,Paid for F1Soft Music Subscription,1048.06,0.0,COMPLETE,3263.91,App,Entertainment
JLZOYTJ,2025-10-08,00:00:00,Bought movie ticket QFX,2852.76,0.0,COMPLETE,4764.9,Linked Esewa Payment,Entertainment
1VQJ41X,2025-09-18,00:00:00,Paid for F1Soft Music Subscription,1484.31,0.0,COMPLETE,7655.14,THIRDPARTY,Entertainment
SYCUBE8,2025-10-08,00:00:00,Paid for F1Soft Music Subscription,2230.16,0.0,COMPLETE,9732.26,Linked Esewa Payment,Entertainment
C9RQRH0,2025-10-27,00:00:00,Recharge for Ncell SaReGaMa,2681.04,0.0,COMPLETE,5223.06,Linked Esewa Payment,Entertainment
ZRT4ORZ,2025-10-07,00:00:00,Paid for F1Soft Music Subscription,2160.21,0.0,COMPLETE,9891.02,App,Entertainment
K5I2IUN,2025-10-04,00:00:00,Bought movie ticket QFX,2720.45,0.0,COMPLETE,5512.92,App,Entertainment
VWUQWCS,2025-10-19,00:00:00,Paid for F1Soft Music Subscription,3818.44,0.0,COMPLETE,6799.75,App,Entertainment
MCT6AVF,2025-10-22,00:00:00,Bought movie ticket QFX,4802.75,0.0,COMPLETE,3201.75,App,Entertainment
WA6H4NO,2025-10-22,00:00:00,Recharge for Ncell SaReGaMa,4642.26,0.0,COMPLETE,9665.39,THIRDPARTY,Entertainment
9Q1T7TD,2025-10-17,00:00:00,Bought movie ticket QFX,3871.42,0.0,COMPLETE,7609.67,Linked Esewa Payment,Entertainment
IOEDRNA,2025-10-27,00:00:00,Paid for F1Soft Music Subscription,614.73,0.0,COMPLETE,184.72,THIRDPARTY,Entertainment
0JK53C2,2025-09-04,00:00:00,Bought movie ticket QFX,3161.92,0.0,COMPLETE,5579.73,THIRDPARTY,Entertainment
ZUZH34N,2025-10-24,00:00:00,Bought movie ticket QFX,4218.63,0.0,COMPLETE,7684.77,App,Entertainment
EODGM8L,2025-10-02,00:00:00,Paid for F1Soft Music Subscription,2149.39,0.0,COMPLETE,5226.96,App,Entertainment
KTHI3I8,2025-10-25,00:00:00,Recharge for Ncell SaReGaMa,1218.95,0.0,COMPLETE,9444.93,Linked Esewa Payment,Entertainment
5LSKHHF,2025-10-08,00:00:00,Bought movie ticket QFX,3880.6,0.0,COMPLETE,7572.37,Linked Esewa Payment,Entertainment
EZAOE04,2025-10-30,00:00:00,Recharge for Ncell SaReGaMa,291.47,0.0,COMPLETE,7531.73,Linked Esewa Payment,Entertainment
1UWMW9X,2025-09-20,00:00:00,Paid for F1Soft Music Subscription,91.75,0.0,COMPLETE,2086.2,Linked Esewa Payment,Entertainment
7N5O5EB,2025-10-04,00:00:00,Paid for F1Soft Music Subscription,2264.6,0.0,COMPLETE,6243.6,THIRDPARTY,Entertainment
4VVVCFX,2025-09-14,00:00:00,Paid for F1Soft Music Subscription,3610.96,0.0,COMPLETE,7269.58,App,Entertainment
79IL6P7,2025-10-08,00:00:00,Bought movie ticket QFX,2091.71,0.0,COMPLETE,788.0,THIRDPARTY,Entertainment
VYYCEXV,2025-09-13,00:00:00,Recharge for Ncell SaReGaMa,3004.3,0.0,COMPLETE,7486.85,THIRDPARTY,Entertainment
3SU29MA,2025-10-24,00:00:00,Bought movie ticket QFX,664.15,0.0,COMPLETE,1003.16,App,Entertainment
JD0O85U,2025-09-12,00:00:00,Bought movie ticket QFX,923.35,0.0,COMPLETE,8004.12,Linked Esewa Payment,Entertainment
WG0J6CJ,2025-10-20,00:00:00,Recharge for Ncell SaReGaMa,2559.45,0.0,COMPLETE,3734.21,App,Entertainment
BXK6RT1,2025-10-21,00:00:00,Recharge for Ncell SaReGaMa,3545.1,0.0,COMPLETE,6661.03,App,Entertainment
EHHF5SS,2025-10-31,00:00:00,Recharge for Ncell SaReGaMa,452.25,0.0,COMPLETE,4425.34,Linked Esewa Payment,Entertainment
63R4B2A,2025-10-21,00:00:00,Recharge for Ncell SaReGaMa,3323.45,0.0,COMPLETE,8686.91,App,Entertainment
0E5CGCS,2025-10-09,00:00:00,Recharge for Ncell SaReGaMa,2263.12,0.0,COMPLETE,9992.48,THIRDPARTY,Entertainment
9NDAXZ8,2025-10-06,00:00:00,Recharge for Ncell SaReGaMa,2738.68,0.0,COMPLETE,5439.67,App,Entertainment
2F1PGQE,2025-10-18,00:00:00,Paid for F1Soft Music Subscription,4551.88,0.0,COMPLETE,2080.81,App,Entertainment
MLGNFYZ,2025-09-26,00:00:00,Recharge for Ncell SaReGaMa,3793.33,0.0,COMPLETE,511.67,Linked Esewa Payment,Entertainment
UX15EKK,2025-10-28,00:00:00,Bought movie ticket QFX,2012.81,0.0,COMPLETE,2513.63,Linked Esewa Payment,Entertainment
L9VUJJI,2025-10-30,00:00:00,Recharge for Ncell SaReGaMa,1596.77,0.0,COMPLETE,6993.83,Linked Esewa Payment,Entertainment
NIB175W,2025-09-08,00:00:00,Bought movie ticket QFX,2918.17,0.0,COMPLETE,3208.36,App,Entertainment
0H4TKBE,2025-10-19,00:00:00,Bought movie ticket QFX,3436.92,0.0,COMPLETE,9471.19,THIRDPARTY,Entertainment
0VY5ZZO,2025-09-24,00:00:00,Recharge for Ncell SaReGaMa,364.09,0.0,COMPLETE,3664.89,App,Entertainment
0HGMC3W,2025-09-20,00:00:00,Paid for F1Soft Music Subscription,2276.27,0.0,COMPLETE,2508.8,Linked Esewa Payment,Entertainment
89MZQM6,2025-10-26,00:00:00,Paid for F1Soft Music Subscription,1865.59,0.0,COMPLETE,1313.3,THIRDPARTY,Entertainment
UV0SZ6W,2025-09-17,00:00:00,Recharge for Ncell SaReGaMa,1182.29,0.0,COMPLETE,6829.39,THIRDPARTY,Entertainment
OIP801H,2025-09-30,00:00:00,Bought movie ticket QFX,4730.79,0.0,COMPLETE,4789.78,Linked Esewa Payment,Entertainment
7B6R52P,2025-09-06,00:00:00,Recharge for Ncell SaReGaMa,4460.01,0.0,COMPLETE,1054.64,Linked Esewa Payment,Entertainment
TVKRLKL,2025-10-14,00:00:00,Bought movie ticket QFX,2610.38,0.0,COMPLETE,5356.7,Linked Esewa Payment,Entertainment
YS8MFTM,2025-09-05,00:00:00,Paid for F1Soft Music Subscription,3518.16,0.0,COMPLETE,9743.73,Linked Esewa Payment,Entertainment
62N8WE2,2025-09-03,00:00:00,Recharge for Ncell SaReGaMa,1989.47,0.0,COMPLETE,4915.59,App,Entertainment
XFCW1MA,2025-10-03,00:00:00,Recharge for Ncell SaReGaMa,2652.75,0.0,COMPLETE,1805.35,Linked Esewa Payment,Entertainment
4NKGOLW,2025-10-06,00:00:00,Paid for F1Soft Music Subscription,1483.2,0.0,COMPLETE,1507.13,THIRDPARTY,Entertainment
92CPFVL,2025-10-27,00:00:00,Recharge for Ncell SaReGaMa,3422.95,0.0,COMPLETE,5420.64,App,Entertainment
W7SR3IB,2025-10-24,00:00:00,Recharge for Ncell SaReGaMa,389.77,0.0,COMPLETE,2862.95,Linked Esewa Payment,Entertainment
ONKTJ5D,2025-09-25,00:00:00,Recharge for Ncell SaReGaMa,4286.08,0.0,COMPLETE,6526.96,Linked Esewa Payment,Entertainment
BD56Y3F,2025-09-02,00:00:00,Paid for F1Soft Music Subscription,2843.04,0.0,COMPLETE,9709.42,THIRDPARTY,Entertainment
3V6LQU2,2025-09-05,00:00:00,Paid for F1Soft Music Subscription,3536.48,0.0,COMPLETE,4060.66,Linked Esewa Payment,Entertainment
MBFBUVI,2025-09-12,00:00:00,Paid for F1Soft Music Subscription,500.41,0.0,COMPLETE,5050.19,THIRDPARTY,Entertainment
3SIACFY,2025-09-28,00:00:00,Recharge for Ncell SaReGaMa,640.52,0.0,COMPLETE,7304.91,App,Entertainment
